嗚呼	ああ
	プリント
振る	ふる
震える	ふるえる
振舞う	ふるまう
	ブレーキ
触れる	ふれる
風呂	ふろ
	プロ
	ブローチ
	プログラム
風呂敷	ふろしき
	ふわふわ
分	ぶん
文	ぶん
雰囲気	ふんいき
噴火	ふんか
分解	ぶんかい
文芸	ぶんげい
文献	ぶんけん
噴水	ふんすい
分数	ぶんすう
分析	ぶんせき
文体	ぶんたい
分布	ぶんぷ
文房具	ぶんぼうぐ
文脈	ぶんみゃく
文明	ぶんめい
分野	ぶんや
分量	ぶんりょう
分類	ぶんるい
塀	へい
閉会	へいかい
平気	へいき
平均	へいきん
並行	へいこう
平日	へいじつ
兵隊	へいたい
平凡	へいぼん
平野	へいや
平和	へいわ
凹む	へこむ
	へそ
隔てる	へだてる
別荘	べっそう
別に	べつに
別々	べつべつ
	ベテラン
減らす	へらす
	ヘリコプター
減る	へる
	へる
	ベルト
	ぺん
変化	へんか
	ペンキ
勉強	べんきょう
変更	へんこう
編集	へんしゅう
便所	べんじょ
	ペンチ
	ベンチ
弁当	べんとう
方	ほう
法	ほう
棒	ぼう
望遠鏡	ぼうえんきょう
方角	ほうがく
箒	ほうき
方言	ほうげん
冒険	ぼうけん
方向	ほうこう
報告	ほうこく
坊さん	ぼうさん
防止	ぼうし
方針	ほうしん
宝石	ほうせき
放送	ほうそう
包装	ほうそう
法則	ほうそく
包帯	ほうたい
膨大	ぼうだい
庖丁	ほうちょう
方程式	ほうていしき
防犯	ぼうはん
豊富	ほうふ
方法	ほうほう
方々	ほうぼう
方面	ほうめん
訪問	ほうもん
坊や	ぼうや
放る	ほうる
吠える	ほえる
	ボーイ
	ボート
	ボーナス
	ホーム
	ボール
他	ほか
外	ほか
朗らか	ほがらか
牧場	ぼくじょう
牧畜	ぼくちく
保健	ほけん
誇り	ほこり
埃	ほこり
募集	ぼしゅう
保証	ほしょう
干す	ほす
	ポスター
保存	ほぞん
北極	ほっきょく
坊っちゃん	ぼっちゃん
程	ほど
歩道	ほどう
	ほどく
仏	ほとけ
骨	ほね
炎	ほのお
頬	ほほ
頬	ほお
	ほぼ
微笑む	ほほえむ
褒める	ほめる
堀	ほり
濠	ほり
掘る	ほる
彫る	ほる
	ぼろ
盆	ぼん
盆地	ぼんち
本当	ほんと
本当	ほんとう
本人	ほんにん
本部	ほんぶ
本物	ほんもの
	ぼんやり
本来	ほんらい
間	ま
	まあ
	マーケット
	まあまあ
	マイク
迷子	まいご
枚数	まいすう
毎度	まいど
	マイナス
任せる	まかせる
巻く	まく
蒔く	まく
撒く	まく
幕	まく
枕	まくら
負け	まけ
曲げる	まげる
孫	まご
	まごまご
	まさか
摩擦	まさつ
	まさに
混ざる	まざる
交ざる	まざる
真面目	まじめ
混じる	まじる
交じる	まじる
増す	ます
先ず	まず
	マスク
貧しい	まずしい
	マスター
	ますます
混ぜる	まぜる
交ぜる	まぜる
又	また
未だ	まだ
	またぐ
又は	または
街	まち
待合室	まちあいしつ
待ち合わせる	まちあわせる
間違い	まちがい
街角	まちかど
松	まつ
真っ赤	まっか
真っ暗	まっくら
真っ黒	まっくろ
真っ青	まっさお
真っ先	まっさき
真っ白	まっしろ
真っ直ぐ	まっすぐ
全く	まったく
祭	まつり
祭る	まつる
窓口	まどぐち
纏まる	まとまる
纏める	まとめる
学ぶ	まなぶ
真似	まね
招く	まねく
真似る	まねる
	まぶしい
	まぶた
	マフラー
	ママ
豆	まめ
間も無く	まもなく
守る	まもる
	マラソン
丸	まる
円	まる
丸い	まるい
円い	まるい
	まるで
稀	まれ
回す	まわす
回り	まわり
回り道	まわりみち
万一	まんいち
満員	まんいん
	マンション
満足	まんぞく
満点	まんてん
身	み
実	み
見送り	みおくり
見送る	みおくる
見下ろす	みおろす
見掛け	みかけ
味方	みかた
三日月	みかづき
見事	みごと
岬	みさき
	みじめ
	ミシン
	ミス
店屋	みせや
見出し	みだし
道順	みちじゅん
満ちる	みちる
密	みつ
見付かる	みつかる
見付ける	みつける
	みっともない
認める	みとめる
皆	みんな
見直す	みなおす
見慣れる	みなれる
醜い	みにくい
実る	みのる
身分	みぶん
見本	みほん
見舞い	みまい
見舞う	みまう
未満	みまん
土産	みやげ
都	みやこ
妙	みょう
明後日	みょうごにち
名字	みょうじ
未来	みらい
ミリ	（メートル）
魅力	みりょく
見る	みる
診る	みる
	ミルク
民間	みんかん
民謡	みんよう
無	む
向かい	むかい
向う	むかう
迎え	むかえ
向く	むく
剥く	むく
向ける	むける
無限	むげん
無視	むし
無地	むじ
蒸し暑い	むしあつい
虫歯	むしば
矛盾	むじゅん
寧ろ	むしろ
蒸す	むす
無数	むすう
結ぶ	むすぶ
無駄	むだ
夢中	むちゅう
胸	むね
紫	むらさき
無料	むりょう
群れ	むれ
芽	め
姪	めい
明確	めいかく
名作	めいさく
名刺	めいし
名詞	めいし
名所	めいしょ
命じる	めいじる
命ずる	めいずる
迷信	めいしん
名人	めいじん
名物	めいぶつ
銘々	めいめい
命令	めいれい
迷惑	めいわく
目上	めうえ
	メーター
恵まれる	めぐまれる
巡る	めぐる
目指す	めざす
目覚し	めざまし
飯	めし
目下	めした
目印	めじるし
目立つ	めだつ
	めちゃくちゃ
	めっきり
滅多に	めったに
	めでたい
	メニュー
	めまい
	メモ
目安	めやす
面	めん
綿	めん
免許	めんきょ
免税	めんぜい
面積	めんせき
面接	めんせつ
面倒	めんどう
面倒臭い	めんどうくさい
	メンバー
儲かる	もうかる
儲ける	もうける
申し込む	もうしこむ
申し訳	もうしわけ
申し訳ない	もうしわけない
毛布	もうふ
燃える	もえる
	モーター
木材	もくざい
目次	もくじ
目的	もくてき
目標	もくひょう
木曜	もくよう
潜る	もぐる
文字	もじ
文字	もんじ
	もしかしたら
	もしかすると
	もしも
	もたれる
	モダン
餅	もち
持ち上げる	もちあげる
用いる	もちいる
勿論	もちろん
	もったいない
最も	もっとも
尤も	もっとも
	モデル
元	もと
基	もと
素	もと
戻す	もどす
基づく	もとづく
求める	もとめる
元々	もともと
者	もの
物置	ものおき
物音	ものおと
物語	ものがたり
物語る	ものがたる
物事	ものごと
物差し	ものさし
物凄い	ものすごい
	モノレール
紅葉	もみじ
揉む	もむ
燃やす	もやす
模様	もよう
催し	もよおし
貰う	もらう
盛る	もる
文句	もんく
問答	もんどう
	やがて
	やかましい
夜間	やかん
薬缶	やかん
役	やく
約	やく
訳	やく
役者	やくしゃ
役所	やくしょ
訳す	やくす
役人	やくにん
薬品	やくひん
役目	やくめ
役割	やくわり
火傷	やけど
夜行	やこう
矢印	やじるし
	やたらに
家賃	やちん
厄介	やっかい
薬局	やっきょく
	やっつける
宿	やど
雇う	やとう
家主	やぬし
屋根	やね
	やはり
	やっぱり
破く	やぶく
破る	やぶる
破れる	やぶれる
	やむをえない
辞める	やめる
	やや
軟らかい	やわらかい
唯一	ゆいいつ
遊園地	ゆうえんち
夕刊	ゆうかん
勇気	ゆうき
友好	ゆうこう
有効	ゆうこう
優秀	ゆうしゅう
優勝	ゆうしょう
友情	ゆうじょう
友人	ゆうじん
郵送	ゆうそう
夕立	ゆうだち
有能	ゆうのう
夕日	ゆうひ
郵便	ゆうびん
夕べ	ゆうべ
	ユーモア
悠々	ゆうゆう
有利	ゆうり
有料	ゆうりょう
床	ゆか
愉快	ゆかい
浴衣	ゆかた
湯気	ゆげ
輸血	ゆけつ
輸出	ゆしゅつ
譲る	ゆずる
輸送	ゆそう
豊か	ゆたか
油断	ゆだん
	ゆっくり
	ゆでる
輸入	ゆにゅう
湯飲み	ゆのみ
緩い	ゆるい
許す	ゆるす
夜	よ
夜明け	よあけ
様	よう
酔う	よう
容易	ようい
溶岩	ようがん
容器	ようき
陽気	ようき
要求	ようきゅう
用語	ようご
要旨	ようし
幼児	ようじ
用心	ようじん
様子	ようす
要するに	ようするに
容積	ようせき
要素	ようそ
幼稚	ようち
幼稚園	ようちえん
要点	ようてん
用途	ようと
曜日	ようび
洋品店	ようひんてん
養分	ようぶん
羊毛	ようもう
漸く	ようやく
要領	ようりょう
	ヨーロッパ
予期	よき
欲張り	よくばり
余計	よけい
横切る	よこぎる
	よこす
汚す	よごす
予算	よさん
止す	よす
寄せる	よせる
余所	よそ
予測	よそく
四つ角	よつかど
	ヨット
酔っ払い	よっぱらい
夜中	よなか
世の中	よのなか
予備	よび
呼び掛ける	よびかける
呼び出す	よびだす
余分	よぶん
予報	よほう
予防	よぼう
読み	よみ
蘇る	よみがえる
嫁	よめ
余裕	よゆう
	より
因る	よる
	よると
慶び	よろこび
喜び	よろこび
慶ぶ	よろこぶ
宜しい	よろしい
よろしく	（感）
四	よん
来	らい
	ライター
来日	らいにち
楽	らく
落第	らくだい
	ラケット
	ラッシュアワー
欄	らん
	ランチ
	ランニング
乱暴	らんぼう
利益	りえき
理科	りか
理解	りかい
利害	りがい
陸	りく
利口	りこう
離婚	りこん
	リズム
理想	りそう
率	りつ
	リットル
立派	りっぱ
	リボン
略す	りゃくす
流域	りゅういき
留学	りゅうがく
流行	りゅうこう
量	りょう
寮	りょう
両替	りょうがえ
両側	りょうがわ
料金	りょうきん
漁師	りょうし
領事	りょうじ
領収	りょうしゅう
臨時	りんじ
留守番	るすばん
例	れい
礼	れい
例外	れいがい
礼儀	れいぎ
冷静	れいせい
零点	れいてん
冷凍	れいとう
	レインコート
	レクリェーション
	レジャー
列	れつ
列車	れっしゃ
列島	れっとう
	レベル
	レポート
	リポート
煉瓦	れんが
連合	れんごう
練習	れんしゅう
	レンズ
連想	れんそう
連続	れんぞく
老人	ろうじん
蝋燭	ろうそく
労働	ろうどう
	ローマじ
録音	ろくおん
	ロケット
	ロッカー
	ロビー
論じる	ろんじる
論ずる	ろんずる
論争	ろんそう
論文	ろんぶん
輪	わ
	ワイン
和英	わえい
	わがまま
分る	わかる
別れ	わかれ
分かれる	わかれる
若々しい	わかわかしい
脇	わき
湧く	わく
分ける	わける
	わざと
僅か	わずか
綿	わた
話題	わだい
詫びる	わびる
和服	わふく
笑い	わらい
	わりあいに
割算	わりざん
割と	わりと
割引	わりびき
割る	わる
悪口	わるくち
我々	われわれ
湾	わん
椀	わん
碗	わん
	ワンピース
	あ
	ああ
	あいさつ・する
間	あいだ
合う	あう
	あかちゃん
上る	あがる
赤ん坊	あかんぼう
空く	あく
	アクセサリー
	あげる
浅い	あさい
味	あじ
	アジア
明日	あす
遊び	あそび
集る	あつまる
集める	あつめる
	アナウンサー
	アフリカ
	アメリカ
謝る	あやまる
	アルコール
	アルバイト
安心	あんしん
安全	あんぜん
	あんな
案内	あんない・する
以下	いか
以外	いがい
医学	いがく
生きる	いきる
意見	いけん
石	いし
	いじめる
以上	いじょう
急ぐ	いそぐ
致す	いたす
	いただく
一度	いちど
一生懸命	いっしょうけんめい
	いっぱい
糸	いと
以内	いない
田舎	いなか
祈る	いのる
	いらっしゃる
植える	うえる
	うかがう
受付	うけつけ
受ける	うける
動く	うごく
	うそ
	うち
打つ	うつ
美しい	うつくしい
写す	うつす
移る	うつる
腕	うで
	うまい
裏	うら
売り場	うりば
	うれしい
	うん
運転	うんてん・する
運転手	うんてんしゅ
運動	うんどう・する
	エスカレーター
枝	えだ
選ぶ	えらぶ
遠慮	えんりょ・する
	おいでになる
お祝い	おいわい
	オートバイ
	おかげ
	おかしい
億	おく
屋上	おくじょう
贈り物	おくりもの
送る	おくる
遅れる	おくれる
起す	おこす
行う	おこなう
怒る	おこる
押し入れ	おしいれ
お嬢さん	おじょうさん
お宅	おたく
落る	おちる
	おっしゃる
夫	おっと
	おつり
音	おと
落す	おとす
踊り	おどり
踊る	おどる
驚く	おどろく
お祭り	おまつり
お見舞い	おみまい
お土産	おみやげ
思い出す	おもいだす
思う	おもう
	おもちゃ
表	おもて
親	おや
下りる	おりる
折る	おる
お礼	おれい
折れる	おれる
終わり	おわり
	カーテン
海岸	かいがん
会議	かいぎ
会議室	かいぎしつ
会場	かいじょう
会話	かいわ
帰り	かえり
変える	かえる
科学	かがく
鏡	かがみ
掛ける	かける
飾る	かざる
火事	かじ
	ガス
	ガソリン
	ガソリンスタンド
堅/硬/固い	かたい
形	かたち
片付ける	かたづける
課長	かちょう
勝つ	かつ
	かっこう
家内	かない
悲しい	かなしい
必ず	かならず
お・金持ち	かねもち/おかねもち
彼女	かのじょ
壁	かべ
	かまう
髪	かみ
噛む	かむ
通う	かよう
	ガラス
彼	かれ
彼ら	かれら
乾く	かわく
代わり	かわり
変わる	かわる
考える	かんがえる
関係	かんけい
看護婦	かんごふ
簡単	かんたん
気	き
機会	きかい
危険	きけん
聞こえる	きこえる
汽車	きしゃ
技術	ぎじゅつ
季節	きせつ
規則	きそく
	きっと
絹	きぬ
厳しい	きびしい
気分	きぶん
決る	きまる
君	きみ
決める	きめる
気持ち	きもち
着物	きもの
客	きゃく
急	きゅう
急行	きゅうこう
教育	きょういく
教会	きょうかい
競争	きょうそう
興味	きょうみ
近所	きんじょ
具合	ぐあい
空気	くうき
空港	くうこう
草	くさ
	くださる
首	くび
雲	くも
比べる	くらべる
	くれる
暮れる	くれる
君	くん
毛	け
計画	けいかく・する
経験	けいけん・する
経済	けいざい
警察	けいさつ
	ケーキ
	けが・する
景色	けしき
消しゴム	けしゴム
下宿	げしゅく
決して	けっして
	けれど/けれども
原因	げんいん
	けんか・する
研究	けんきゅう
研究室	けんきゅうしつ
見物	けんぶつ
子	こ
	こう
郊外	こうがい
講義	こうぎ
工業	こうぎょう
高校	こうこう
高校生	こうこうせい
工場	こうじょう
校長	こうちょう
交通	こうつう
講堂	こうどう
高等学校	こうとうがっこう
公務員	こうむいん
国際	こくさい
心	こころ
御主人	ごしゅじん
故障	こしょう・する
ご存じ	ごぞんじ
答	こたえ
	ごちそう
	こと
小鳥	ことり
	このあいだ
	このごろ
細かい	こまかい
	ごみ
込む	こむ
米	こめ
	ごらんになる
	これから
怖い	こわい
壊す	こわす
壊れる	こわれる
	コンサート
今度	こんど
	コンピュータ/コンピューター
今夜	こんや
最近	さいきん
最後	さいご
最初	さいしょ
坂	さか
探す	さがす
下る	さがる
盛ん	さかん
下げる	さげる
差し上げる	さしあげる
	さっき
寂しい	さびしい
さ来月	さらいげつ
さ来週	さらいしゅう
	サラダ
騒ぐ	さわぐ
触る	さわる
産業	さんぎょう
	サンダル
	サンドイッチ
残念	ざんねん
市	し
字	じ
試合	しあい
仕方	しかた
	しかる
試験	しけん
事故	じこ
地震	じしん
時代	じだい
下着	したぎ
支度	したく・する
	しっかり
失敗	しっぱい
辞典	じてん
品物	しなもの
	しばらく
島	しま
市民	しみん
事務所	じむしょ
社会	しゃかい
社長	しゃちょう
	じゃま
	ジャム
自由	じゆう
習慣	しゅうかん
住所	じゅうしょ
柔道	じゅうどう
十分	じゅうぶん
出席	しゅっせき・する
出発	しゅっぱつ・する
趣味	しゅみ
準備	じゅんび・する
紹介	しょうかい
小学校	しょうがっこう
小説	しょうせつ
招待	しょうたい・する
承知	しょうち・する
将来	しょうらい
食事	しょくじ・する
食料品	しょくりょうひん
女性	じょせい
知らせる	しらせる
調べる	しらべる
人口	じんこう
神社	じんじゃ
親切	しんせつ
心配	しんぱい・する
新聞社	しんぶんしゃ
水泳	すいえい
水道	すいどう
	ずいぶん
数学	すうがく
	スーツ
	スーツケース
過ぎる	すぎる
	すく
	スクリーン
凄い	すごい
進む	すすむ
	すっかり
	すっと
	ステーキ
捨てる	すてる
	ステレオ
砂	すな
	すばらしい
滑る	すべる
隅	すみ
済む	すむ
	すり
	すると
生活	せいかつ・する
生産	せいさん・する
政治	せいじ
西洋	せいよう
世界	せかい
席	せき
説明	せつめい
背中	せなか
	ぜひ
世話	せわ・する
線	せん
	ぜんぜん
戦争	せんそう
先輩	せんぱい
	そう
相談	そうだん・する
育てる	そだてる
卒業	そつぎょう
祖父	そふ
	ソフト
祖母	そぼ
	それで
	それに
	それほど
	そろそろ
	そんな
	そんなに
退院	たいいん・する
大学生	だいがくせい
大事	だいじ
大体	だいたい
	たいてい
	タイプ
大分	だいぶ
台風	たいふう
倒れる	たおれる
	だから
確か	たしか
足す	たす
訪ねる	たずねる
尋ねる	たずねる
正しい	ただしい
畳	たたみ
立てる	たてる
建てる	たてる
例えば	たとえば
棚	たな
楽しみ	たのしみ
楽む	たのしむ
	たまに
為	ため
	だめ
足りる	たりる
男性	だんせい
暖房	だんぼう
血	ち
	チェック・する
力	ちから
	ちっとも
	ちゃん
注意	ちゅうい
中学校	ちゅうがっこう
注射	ちゅうしゃ
駐車場	ちゅうしゃじょう
地理	ちり
捕まえる	つかまえる
	つき
付く	つく
漬ける	つける
都合	つごう
伝える	つたえる
続く	つづく
続ける	つづける
包む	つつむ
妻	つま
	つもり
釣る	つる
連れる	つれる
丁寧	ていねい
	テキスト
適当	てきとう
	できるだけ
手伝う	てつだう
	テニス
手袋	てぶくろ
寺	てら
点	てん
店員	てんいん
天気予報	てんきよほう
電灯	でんとう
電報	でんぽう
展覧会	てんらんかい
都	と
道具	どうぐ
	とうとう
動物園	どうぶつえん
遠く	とおく
通る	とおる
特に	とくに
特別	とくべつ
	とこや
途中	とちゅう
特急	とっきゅう
届ける	とどける
泊まる	とまる
止める	とめる
取り替える	とりかえる
泥棒	どろぼう
	どんどん
直す	なおす
直る	なおる
治る	なおる
中々	なかなか
泣く	なく
無くなる	なくなる
亡くなる	なくなる
投げる	なげる
	なさる
鳴る	なる
	なるべく
	なるほど
慣れる	なれる
	におい
苦い	にがい
二階建て	にかいだて
逃げる	にげる
日記	にっき
入院	にゅういん・する
入学	にゅうがく・する
似る	にる
人形	にんぎょう
盗む	ぬすむ
塗る	ぬる
	ぬれる
	ねだん
熱	ねつ
	ねっしん
寝坊	ねぼう
眠い	ねむい
眠る	ねむる
残る	のこる
	のど
乗り換える	のりかえる
乗り物	のりもの
葉	は
場合	ばあい
	パート
倍	ばい
拝見	はいけん・する
歯医者	はいしゃ
運ぶ	はこぶ
始める	はじめる
場所	ばしょ
	はず
恥ずかしい	はずかしい
	パソコン
発音	はつおん
	はっきり
花見	はなみ
林	はやし
払う	はらう
番組	ばんぐみ
反対	はんたい
	ハンドバッグ
日	ひ
火	ひ
	ピアノ
冷える	ひえる
光	ひかり
光る	ひかる
引き出し	ひきだし
引き出す	ひきだす
	ひげ
飛行場	ひこうじょう
久しぶり	ひさしぶり
美術館	びじゅつかん
非常に	ひじょうに
	びっくり・する
引っ越す	ひっこす
必要	ひつよう
	ひどい
開く	ひらく
	ビル
昼間	ひるま
昼休み	ひるやすみ
拾う	ひろう
	ファックス
増える	ふえる
深い	ふかい
複雑	ふくざつ
復習	ふくしゅう
部長	ぶちょう
普通	ふつう
	ぶどう
太る	ふとる
布団	ふとん
舟	ふね
不便	ふべん
踏む	ふむ
降り出す	ふりだす
	プレゼント
文化	ぶんか
文学	ぶんがく
文法	ぶんぽう
別	べつ
	ベル
変	へん
返事	へんじ
貿易	ぼうえき
放送	ほうそう・する
法律	ほうりつ
僕	ぼく
星	ほし
	ほど
	ほとんど
	ほめる
翻訳	ほんやく
参る	まいる
負ける	まける
	まじめ
	まず
	または
間違える	まちがえる
間に合う	まにあう
周り	まわり
回る	まわる
漫画	まんが
真中	まんなか
見える	みえる
湖	みずうみ
味噌	みそ
見つかる	みつかる
見つける	みつける
皆	みな
港	みなと
向かう	むかう
迎える	むかえる
昔	むかし
虫	むし
息子	むすこ
娘	むすめ
無理	むり
召し上がる	めしあがる
珍しい	めずらしい
申し上げる	もうしあげる
申す	もうす
	もうすぐ
	もし
	もちろん
	もっとも
戻る	もどる
木綿	もめん
	もらう
森	もり
焼く	やく
約束	やくそく
役に立つ	やくにたつ
焼ける	やける
優しい	やさしい
痩せる	やせる
	やっと
	やはり/やっぱり
止む	やむ
止める	やめる
柔らかい	やわらかい
湯	ゆ
輸出	ゆしゅつ・する
輸入	ゆにゅう・する
指	ゆび
指輪	ゆびわ
夢	ゆめ
揺れる	ゆれる
用	よう
用意	ようい
用事	ようじ
汚れる	よごれる
予習	よしゅう
予定	よてい
予約	よやく
寄る	よる
喜ぶ	よろこぶ
	よろしい
理由	りゆう
利用	りよう
両方	りょうほう
旅館	りょかん
留守	るす
冷房	れいぼう
歴史	れきし
	レジ
	レポート/リポート
連絡	れんらく
	ワープロ
沸かす	わかす
別れる	わかれる
沸く	わく
訳	わけ
忘れ物	わすれもの
笑う	わらう
割合	わりあい
割れる	われる
泳ぎ方	およぎかた
会う	あう
青	あお
青い	あおい
赤	あか
赤い	あかい
明い	あかるい
秋	あき
開く	あく
開ける	あける
上げる	あげる
朝	あさ
朝御飯	あさごはん
	あさって
足	あし
明日	あした
	あそこ
遊ぶ	あそぶ
暖かい	あたたかい
頭	あたま
新しい	あたらしい
	あちら
暑い	あつい
熱い	あつい
厚い	あつい
	あっち
後	あと
	あなた
兄	あに
姉	あね
	あの
	あの
	アパート
	あびる
危ない	あぶない
甘い	あまい
	あまり
雨	あめ
飴	あめ
洗う	あらう
	ある
歩く	あるく
	あれ
	いい/よい
	いいえ
言う	いう
家	いえ
	いかが
行く	いく
	いくつ
	いくら
池	いけ
医者	いしゃ
	いす
忙しい	いそがしい
痛い	いたい
一	いち
一日	いちにち
	いちばん
	いつ
五日	いつか
一緒	いっしょ
五つ	いつつ
	いつも
犬	いぬ
今	いま
意味	いみ
妹	いもうと
嫌	いや
入口	いりぐち
居る	いる
要る	いる
入れる	いれる
色	いろ
	いろいろ
上	うえ
後ろ	うしろ
薄い	うすい
歌	うた
歌う	うたう
生まれる	うまれる
海	うみ
売る	うる
煩い	うるさい
上着	うわぎ
絵	え
映画	えいが
映画館	えいがかん
英語	えいご
	ええ
駅	えき
	エレベーター
鉛筆	えんぴつ
	おいしい
多い	おおい
大きい	おおきい
大きな	おおきな
大勢	おおぜい
お母さん	おかあさん
お菓子	おかし
お金	おかね
起きる	おきる
置く	おく
奥さん	おくさん
お酒	おさけ
お皿	おさら
伯父/叔父	おじいさん
教える	おしえる
伯父/叔父	おじさん
押す	おす
遅い	おそい
お茶	おちゃ
お手洗い	おてあらい
お父さん	おとうさん
弟	おとうと
男	おとこ
男の子	おとこのこ
一昨日	おととい
一昨年	おととし
大人	おとな
	おなか
同じ	おなじ
お兄さん	おにいさん
お姉さん	おねえさん
	おばあさん
伯母さん/叔母さん	おばさん
お風呂	おふろ
お弁当	おべんとう
覚える	おぼえる
	おまわりさん
重い	おもい
	おもしろい
泳ぐ	およぐ
降りる	おりる
終る	おわる
音楽	おんがく
女	おんな
女の子	おんなのこ
外国	がいこく
外国人	がいこくじん
会社	かいしゃ
階段	かいだん
買い物	かいもの
買う	かう
返す	かえす
帰る	かえる
	かかる
	かぎ
書く	かく
学生	がくせい
	かける
傘	かさ
貸す	かす
風	かぜ
風邪	かぜ
家族	かぞく
方	かた
学校	がっこう
	カップ
家庭	かてい
角	かど
	かばん
花瓶	かびん
紙	かみ
	カメラ
火曜日	かようび
辛い	からい
体	からだ
借りる	かりる
軽い	かるい
	カレー
	カレンダー
川/河	かわ
	かわいい
漢字	かんじ
木	き
黄色	きいろ
黄色い	きいろい
消える	きえる
聞く	きく
北	きた
	ギター
汚い	きたない
喫茶店	きっさてん
切手	きって
切符	きっぷ
昨日	きのう
九	きゅう / く
牛肉	ぎゅうにく
牛乳	ぎゅうにゅう
今日	きょう
教室	きょうしつ
兄弟	きょうだい
去年	きょねん
嫌い	きらい
切る	きる
着る	きる
	きれい
	キロ/キログラム
	キロ/キロメートル
銀行	ぎんこう
金曜日	きんようび
薬	くすり
	ください
果物	くだもの
口	くち
靴	くつ
靴下	くつした
国	くに
曇り	くもり
曇る	くもる
暗い	くらい
	クラス
	グラム
来る	くる
車	くるま
黒	くろ
黒い	くろい
警官	けいかん
今朝	けさ
消す	けす
結構	けっこう
結婚	けっこん
月曜日	げつようび
玄関	げんかん
元気	げんき
五	ご
公園	こうえん
交差点	こうさてん
紅茶	こうちゃ
交番	こうばん
声	こえ
	コート
	コーヒー
	ここ
午後	ごご
九日	ここのか
九つ	ここのつ
午前	ごぜん
答える	こたえる
	こちら
	こっち
	コップ
今年	ことし
言葉	ことば
子供	こども
	この
御飯	ごはん
	コピーする
困る	こまる
	これ
今月	こんげつ
今週	こんしゅう
	こんな
今晩	こんばん
	さあ
財布	さいふ
魚	さかな
先	さき
咲く	さく
作文	さくぶん
差す	さす
雑誌	ざっし
砂糖	さとう
寒い	さむい
さ来年	さらいねん
三	さん
散歩	さんぽする
四	し / よん
塩	しお
	しかし
時間	じかん
仕事	しごと
辞書	じしょ
静か	しずか
下	した
七	しち / なな
質問	しつもん
自転車	じてんしゃ
自動車	じどうしゃ
死ぬ	しぬ
字引	じびき
自分	じぶん
閉まる	しまる
閉める	しめる
締める	しめる
	じゃ/じゃあ
写真	しゃしん
	シャツ
	シャワー
十	じゅう とお
授業	じゅぎょう
宿題	しゅくだい
上手	じょうず
丈夫	じょうぶ
	しょうゆ
食堂	しょくどう
知る	しる
白	しろ
白い	しろい
新聞	しんぶん
水曜日	すいようび
吸う	すう
	スカート
好き	すき
少ない	すくない
	すぐに
少し	すこし
涼しい	すずしい
	ストーブ
	スプーン
	スポーツ
	ズボン
住む	すむ
	スリッパ
	する
座る	すわる
背	せ
生徒	せいと
	セーター
	せっけん
背広	せびろ
狭い	せまい
	ゼロ
千	せん
先月	せんげつ
先週	せんしゅう
先生	せんせい
洗濯	せんたく
全部	ぜんぶ
掃除	そうじする
	そうして/そして
	そこ
	そちら
	そっち
外	そと
	その
	そば
空	そら
	それ
	それから
	それでは
大学	だいがく
大使館	たいしかん
大丈夫	だいじょうぶ
大好き	だいすき
大切	たいせつ
台所	だいどころ
	たいへん
	たいへん
高い	たかい
	たくさん
	タクシー
出す	だす
立つ	たつ
	たて
建物	たてもの
楽しい	たのしい
頼む	たのむ
	たばこ
	たぶん
食べ物	たべもの
食べる	たべる
卵	たまご
誰	だれ
誰	だれか
誕生日	たんじょうび
	だんだん
小さい	ちいさい
小さな	ちいさな
近い	ちかい
違う	ちがう
近く	ちかく
地下鉄	ちかてつ
地図	ちず
茶色	ちゃいろ
	ちゃわん
	ちょうど
	ちょっと
一日	ついたち
使う	つかう
疲れる	つかれる
次	つぎ
着く	つく
机	つくえ
作る	つくる
	つける
勤める	つとめる
	つまらない
冷たい	つめたい
強い	つよい
手	て
	テープ
	テーブル
	テープレコーダー
出かける	でかける
手紙	てがみ
	できる
出口	でぐち
	テスト
	では
	デパート
	でも
出る	でる
	テレビ
天気	てんき
電気	でんき
電車	でんしゃ
電話	でんわ
戸	と
	ドア
	トイレ
	どう
	どうして
	どうぞ
動物	どうぶつ
	どうも
遠い	とおい
十日	とおか
時々	ときどき
時計	とけい
	どこ
所	ところ
年	とし
図書館	としょかん
	どちら
	どっち
	とても
	どなた
隣	となり
	どの
飛ぶ	とぶ
止まる	とまる
友達	ともだち
土曜日	どようび
鳥	とり
とり肉	とりにく
取る	とる
撮る	とる
	どれ
	ナイフ
中	なか
長い	ながい
鳴く	なく
無くす	なくす
	なぜ
夏	なつ
夏休み	なつやすみ
	など
七つ	ななつ
七日	なのか
名前	なまえ
習う	ならう
並ぶ	ならぶ
並べる	ならべる
	なる
何	なん/なに
二	に
賑やか	にぎやか
肉	にく
西	にし
日曜日	にちようび
荷物	にもつ
	ニュース
庭	にわ
脱ぐ	ぬぐ
温い	ぬるい
	ネクタイ
猫	ねこ
寝る	ねる
	ノート
登る	のぼる
飲み物	のみもの
飲む	のむ
乗る	のる
歯	は
	パーティー
	はい
灰皿	はいざら
入る	はいる
葉書	はがき
	はく
箱	はこ
橋	はし
	はし
始まる	はじまる
初め/始め	はじめ
初めて	はじめて
走る	はしる
	バス
	バター
二十歳	はたち
働く	はたらく
八	はち
二十日	はつか
花	はな
鼻	はな
話	はなし
話す	はなす
早い	はやい
速い	はやい
春	はる
貼る	はる
